Selection	View	Channel	Begin Time (s)	End Time (s)	Delta Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Species	Comments
1	Spectrogram 1	1	56.682400000	57.129469673	0.4471	3125.000	5562.500	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210415_042000.wav	56.6824	PWR04_20210415_042000.wav	M	
2	Spectrogram 1	1	58.008200000	58.779009781	0.7708	3187.500	5937.500	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210415_042000.wav	58.0082	PWR04_20210415_042000.wav	M	
3	Spectrogram 1	1	72.858000000	73.335902064	0.4779	3625.000	6562.500	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210415_043000.wav	12.8580	PWR04_20210415_043000.wav	M	
4	Spectrogram 1	1	74.230000000	74.923728803	0.6937	2687.500	5250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210415_043000.wav	14.2300	PWR04_20210415_043000.wav	M	
5	Spectrogram 1	1	75.124200000	75.864177389	0.7400	2687.500	5937.500	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210415_043000.wav	15.1242	PWR04_20210415_043000.wav	M	
6	Spectrogram 1	1	127.027600000	128.322560432	1.2950	3000.000	6250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210415_044000.wav	7.0276	PWR04_20210415_044000.wav	M	
7	Spectrogram 1	1	133.317400000	133.826134455	0.5087	3375.000	5062.500	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210415_044000.wav	13.3174	PWR04_20210415_044000.wav	M	
8	Spectrogram 1	1	144.410500000	145.119644998	0.7091	4000.000	6062.500	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210415_044000.wav	24.4105	PWR04_20210415_044000.wav	M	
9	Spectrogram 1	1	180.875100000	181.353002064	0.4779	4187.500	6000.000	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210415_224000.wav	0.8751	PWR04_20210415_224000.wav	M	
10	Spectrogram 1	1	195.084300000	195.870525976	0.7862	3312.500	5875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210415_224000.wav	15.0843	PWR04_20210415_224000.wav	M	
11	Spectrogram 1	1	196.148000000	196.595069673	0.4471	3937.500	6500.000	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210415_224000.wav	16.1480	PWR04_20210415_224000.wav	M	
12	Spectrogram 1	1	253.603300000	255.037006192	1.4337	687.500	4875.000	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210416_011000.wav	13.6033	PWR04_20210416_011000.wav	U	
13	Spectrogram 1	1	271.151300000	271.814196412	0.6629	1937.500	5250.000	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210416_011000.wav	31.1513	PWR04_20210416_011000.wav	U	
14	Spectrogram 1	1	301.509200000	302.434171737	0.9250	750.000	1937.500	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210416_013000.wav	1.5092	PWR04_20210416_013000.wav	U	
15	Spectrogram 1	1	387.391600000	387.854085869	0.4625	4125.000	5125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210417_225000.wav	27.3916	PWR04_20210417_225000.wav	M	
16	Spectrogram 1	1	388.023600000	388.439837282	0.4162	3625.000	6500.000	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210417_225000.wav	28.0236	PWR04_20210417_225000.wav	M	
18	Spectrogram 1	1	489.451900000	490.361455542	0.9096	3312.500	5312.500	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210419_224000.wav	9.4519	PWR04_20210419_224000.wav	M	
19	Spectrogram 1	1	564.298500000	566.148443474	1.8499	625.000	2125.000	D:\AI_SCMU\2021\Audio\Moss\SM4\4_14_21 to 5_22_21\Data\PWR04_20210423_221000.wav	24.2985	PWR04_20210423_221000.wav	U	
